trade_date,next_trade_date,open_915,high_day,low_day,close_1515,volume_day,ma10,ma20,ma50,ma90,ma5d_slope,ma10d_slope,ma20_slope,ma50_slope,rsi14,atr14,bb_upper,bb_middle,bb_lower,bb_width,ret_5d,ret_10d,ret_20d,ret_60d,volatility_10d,volatility_20d,volume_10d,volume_20d,trend_efficiency_5d,trend_efficiency_10d,trend_efficiency_20d,recent_high_5d,recent_low_5d,recent_high_10d,recent_low_10d,recent_high_20d,recent_low_20d,range_position_5d,range_position_10d,selected_regime,hindsight_regime,expected_regime_lag2,strategy_MaTrend_001_signal,strategy_RsiMeanReversion_6040_signal,strategy_expectedTrendDown_HighVolBreak_Put_signal,strategy_expectedTrendDown_RSIWeakness_Put_signal,strategy_expectedTrendDown_RallyFailing_Put_signal,strategy_expectedTrendDown_RangeReject_Put_signal,strategy_expectedTrendUp_DipStabilizing_Call_signal,strategy_expectedTrendUp_RSIRecovery_Call_signal,strategy_expectedTrendUp_RangeRecovery_Call_signal,strategy_trendUpRangeBreakout_signal,final_raw_signal,next_open,next_high,next_low,next_close,next_return_pct,actual_trade_label
2026-03-10,2026-03-11,24280.8,24303.8,24079.95,24261.6,108385,24843.455,25278.3975,25505.179,25697.7828,-0.035284,-0.02472,-0.013119,-0.006632,34.2265,356.2913,26430.6833,25278.3975,24126.1117,0.091168,-0.024295,-0.056446,-0.062075,-0.063206,0.010763,0.009511,112418.7,94809.5,0.367905,0.551213,0.384663,24989.35,23697.8,25771.45,23697.8,26009.4,23697.8,0.43653,0.271888,RANGE,TREND_DOWN,TREND_DOWN,PUT,CALL,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,CALL,24231.85,24299.0,23834.3,23866.85,-1.6271,PUT
2026-03-11,2026-03-12,24231.85,24299.0,23834.3,23866.85,122390,24687.675,25174.9825,25463.674,25675.4383,-0.032916,-0.026075,-0.014758,-0.007099,30.1148,364.0179,26438.7912,25174.9825,23911.1738,0.100402,-0.025067,-0.061271,-0.079749,-0.083699,0.01116,0.00984,115821.0,97972.9,0.37156,0.568644,0.4595,24854.2,23697.8,25652.6,23697.8,26009.4,23697.8,0.146186,0.086479,RANGE,RANGE,TREND_DOWN,PUT,CALL,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,CALL,23674.85,23833.15,23556.3,23639.15,-0.954,PUT
2026-03-12,2026-03-13,23674.85,23833.15,23556.3,23639.15,135571,24503.34,25059.2475,25417.68,25652.2944,-0.036392,-0.029313,-0.017345,-0.007804,28.0175,360.2054,26435.4973,25059.2475,23682.9977,0.10984,-0.045496,-0.072338,-0.089185,-0.091756,0.010777,0.009842,120511.9,102096.55,0.706936,0.633595,0.491423,24854.2,23697.8,25652.6,23697.8,26009.4,23697.8,-0.050718,-0.030003,RANGE,RANGE,TREND_DOWN,PUT,CALL,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,CALL,23462.5,23492.4,23112.0,23151.1,-2.0646,PUT
2026-04-02,2026-04-06,22383.4,22782.3,22182.55,22713.1,134955,22916.945,23440.15,24659.838,25250.5711,-0.012743,-0.016299,-0.02617,-0.011717,37.5678,469.7874,24818.3694,23440.15,22061.9306,0.117595,-0.008698,-0.036811,-0.086569,-0.137321,0.019602,0.01637,138682.2,138399.8,0.113834,0.226228,0.306656,23465.35,22283.85,23862.25,22283.85,24989.35,22283.85,0.363309,0.271953,TREND_DOWN,TREND_UP,TREND_UP,PUT,CALL,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,CALL,NO_POSITION,CALL,NO_POSITION,PUT,22780.3,22998.35,22542.95,22968.25,1.1234,CALL
2026-04-06,2026-04-07,22780.3,22998.35,22542.95,22968.25,118660,22835.99,23364.5375,24614.553,25216.1278,-0.011636,-0.01741,-0.025021,-0.011564,41.2628,468.7585,24670.1761,23364.5375,22058.8989,0.111762,-0.014511,-0.034046,-0.061774,-0.125029,0.019818,0.016506,140025.1,136217.65,0.209815,0.207814,0.219499,23465.35,22182.55,23862.25,22182.55,24854.2,22182.55,0.612488,0.467762,RANGE,TREND_UP,TREND_UP,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,CALL,NO_POSITION,CALL,NO_POSITION,NO_POSITION,22838.7,23153.85,22719.3,23123.65,0.6766,CALL
2026-04-07,2026-04-08,22838.7,23153.85,22719.3,23123.65,111900,22848.14,23282.425,24573.876,25184.6183,-0.007411,-0.013408,-0.023019,-0.010884,43.454,466.3149,24421.0927,23282.425,22143.7573,0.097814,0.013324,0.005282,-0.066311,-0.1167,0.017061,0.016312,136833.3,135941.4,0.237456,0.037096,0.242953,23186.1,22182.55,23465.35,22182.55,24854.2,22182.55,0.937771,0.73363,RANGE,TREND_UP,TREND_UP,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,23855.15,24025.15,23828.5,23997.35,3.7784,CALL
2026-04-08,2026-04-09,23855.15,24025.15,23828.5,23997.35,123136,22936.425,23259.77,24548.025,25163.6467,0.014043,-0.006078,-0.017445,-0.009265,53.889,497.3912,24319.9013,23259.77,22199.6387,0.091156,0.074601,0.038195,-0.018531,-0.081995,0.020741,0.018534,135453.7,137589.1,1.0,0.218709,0.061918,23153.85,22182.55,23465.35,22182.55,24700.8,22182.55,1.868424,1.414718,RANGE,CHOPPY,TREND_UP,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,23909.05,23990.75,23682.8,23775.1,-0.9261,PUT
2026-04-09,2026-04-10,23909.05,23990.75,23682.8,23775.1,88272,23062.67,23247.1225,24522.554,25136.6444,0.022168,0.002561,-0.012768,-0.007878,51.3014,484.3497,24275.8599,23247.1225,22218.3851,0.088504,0.048313,0.056077,-0.010527,-0.081221,0.018616,0.018242,130785.1,133205.9,0.711401,0.34521,0.035538,24025.15,22182.55,24025.15,22182.55,24303.8,22182.55,0.864295,0.864295,RANGE,CHOPPY,TREND_UP,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,23880.55,24074.05,23856.35,24050.6,1.1588,CALL
2026-04-29,2026-04-30,24096.9,24334.7,24059.95,24177.65,86529,24220.69,23795.985,24173.825,24869.62,-0.012577,0.00182,0.012061,-0.007192,53.1831,367.3029,25074.1529,23795.985,22517.8171,0.107427,-0.008223,-0.002214,0.059512,-0.048832,0.007638,0.013001,70154.9,88299.8,0.210148,0.034243,0.282031,24515.95,23813.65,24601.7,23813.65,24601.7,22182.55,0.518297,0.4619,RANGE,RANGE,TREND_DOWN,CALL,NO_POSITION,NO_POSITION,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,23996.95,24087.45,23796.85,23997.55,-0.7449,PUT
2026-05-08,2026-05-11,24233.65,24253.8,24126.65,24176.15,59877,24114.74,24154.4975,23994.29,24749.3228,0.00686,-0.003555,0.011525,-0.005939,52.3994,332.8537,24546.7636,24154.4975,23762.2314,0.03248,0.007442,0.000128,0.007451,-0.057195,0.007859,0.008488,78751.0,74032.6,0.270115,0.00195,0.051051,24482.1,23796.85,24482.1,23796.85,24601.7,23555.6,0.553521,0.553521,RANGE,CHOPPY,TREND_DOWN,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,23970.1,23997.45,23799.1,23815.85,-1.4903,PUT
2026-05-11,2026-05-12,23970.1,23997.45,23799.1,23815.85,73011,24106.53,24156.535,23959.182,24723.4756,0.002488,-0.002929,0.008569,-0.00628,46.1069,336.0172,24541.2479,24156.535,23771.8221,0.031852,-0.012581,-0.003435,0.001714,-0.073086,0.008482,0.00891,77365.8,73269.55,0.33726,0.049006,0.011194,24482.1,23882.05,24482.1,23796.85,24601.7,23555.6,-0.110324,0.027727,RANGE,CHOPPY,TREND_DOWN,PUT,NO_POSITION,NO_POSITION,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,23722.6,23757.55,23348.4,23379.55,-1.832,PUT
2026-05-27,2026-05-29,23880.35,23983.2,23858.25,23907.15,44461,23728.085,23881.65,23689.439,24434.615,0.00993,-0.003371,-0.003945,-0.002325,50.9891,299.7477,24421.2189,23881.65,23342.0811,0.045187,0.010269,0.022567,-0.007702,-0.070231,0.005785,0.008166,71358.5,73814.4,0.475538,0.594278,0.066158,24089.8,23397.3,24089.8,23262.55,24482.1,23262.55,0.736245,0.779208,RANGE,TREND_DOWN,TREND_DOWN,PUT,NO_POSITION,NO_POSITION,NO_POSITION,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,23902.15,24002.8,23484.75,23547.75,-1.5033,PUT
2026-05-29,2026-06-01,23902.15,24002.8,23484.75,23547.75,134249,23741.6,23859.2525,23683.057,24409.6983,0.006959,3.7e-05,-0.002963,-0.001899,43.3309,315.3535,24414.9721,23859.2525,23303.5329,0.046583,-0.004521,0.005773,-0.018668,-0.073822,0.007973,0.008775,77421.8,77755.25,0.124223,0.111312,0.146052,24089.8,23596.6,24089.8,23262.55,24482.1,23262.55,-0.099047,0.344757,RANGE,CHOPPY,TREND_DOWN,PUT,NO_POSITION,NO_POSITION,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,23654.5,23733.7,23357.95,23382.6,-0.7013,PUT
2026-06-01,2026-06-02,23654.5,23733.7,23357.95,23382.6,75021,23710.9,23819.5,23677.926,24383.5906,0.003861,0.001306,-0.003252,-0.001234,40.3385,319.6612,24391.9224,23819.5,23247.0776,0.048063,-0.014195,-0.012959,-0.032884,-0.082406,0.007215,0.008637,76397.5,77179.85,0.350182,0.278509,0.260651,24089.8,23484.75,24089.8,23317.1,24482.1,23262.55,-0.168829,0.084768,RANGE,RANGE,TREND_DOWN,PUT,NO_POSITION,NO_POSITION,PUT,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,NO_POSITION,23229.15,23556.95,23229.15,23523.3,0.6017,CALL
