tradingsymbol,exchange,name,instrument_token,segment,tick_size,lot_size,instrument_type,sector,industry,is_fo_enabled,is_active
360ONE,NSE,360 ONE WAM,3343617,NSE,0.1,1,STOCK,Financial Services,Financial Services,1,1
AIAENG,NSE,AIA ENGINEERING,3350017,NSE,0.1,1,STOCK,Capital Goods,Capital Goods,0,1
PVRINOX,NSE,PVR INOX,3365633,NSE,0.1,1,STOCK,Media Entertainment & Publication,Media Entertainment & Publication,0,1
GSPL,NSE,GUJARAT STATE PETRO,3378433,NSE,0.05,1,STOCK,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels,0,1
KEC,NSE,KEC INTL.,3394561,NSE,0.05,1,STOCK,Construction,Construction,0,1
JKCEMENT,NSE,JK CEMENT,3397121,NSE,0.5,1,STOCK,Construction Materials,Construction Materials,0,1
M&MFIN,NSE,M&M FIN. SERVICES,3400961,NSE,0.05,1,STOCK,Financial Services,Financial Services,0,1
KEI,NSE,KEI INDUSTRIES,3407361,NSE,0.1,1,STOCK,Capital Goods,Capital Goods,1,1
SOLARINDS,NSE,SOLAR INDUSTRIES (I),3412993,NSE,1.0,1,STOCK,Chemicals,Chemicals,1,1
GALLANTT,NSE,GALLANTT ISPAT,3414273,NSE,0.05,1,STOCK,Capital Goods,Capital Goods,0,1
KFINTECH,NSE,KFIN TECHNOLOGIES,3419905,NSE,0.05,1,STOCK,Financial Services,Financial Services,1,1
SUNTV,NSE,SUN TV NETWORK,3431425,NSE,0.05,1,STOCK,Media Entertainment & Publication,Media Entertainment & Publication,0,1
GPIL,NSE,GODAWARI POW & ISP,3432705,NSE,0.05,1,STOCK,Capital Goods,Capital Goods,0,1
EMAMILTD,NSE,EMAMI,3460353,NSE,0.05,1,STOCK,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0,1
GMRAIRPORT,NSE,GMR AIRPORTS,3463169,NSE,0.01,1,STOCK,Services,Services,1,1
TECHM,NSE,TECH MAHINDRA,3465729,NSE,0.1,1,STOCK,Information Technology,Information Technology,1,1
ACE,NSE,ACTION CONST EQUIP,3478273,NSE,0.05,1,STOCK,Capital Goods,Capital Goods,0,1
IRCTC,NSE,INDIAN RAIL TOUR CORP,3484417,NSE,0.05,1,STOCK,Consumer Services,Consumer Services,0,1
ANANTRAJ,NSE,ANANT RAJ,3486721,NSE,0.05,1,STOCK,Realty,Realty,0,1
JMFINANCIL,NSE,JM FINANCIAL,3491073,NSE,0.01,1,STOCK,Financial Services,Financial Services,0,1
ELECON,NSE,ELECON ENG. CO.,3492609,NSE,0.05,1,STOCK,Capital Goods,Capital Goods,0,1
FLUOROCHEM,NSE,GUJARAT FLUOROCHEM,3520001,NSE,0.1,1,STOCK,Chemicals,Chemicals,0,1
NAUKRI,NSE,INFO EDGE (I),3520257,NSE,0.05,1,STOCK,Consumer Services,Consumer Services,1,1
GESHIP,NSE,THE GE SHPG.LTD,3526657,NSE,0.1,1,STOCK,Services,Services,0,1
TORNTPOWER,NSE,TORRENT POWER,3529217,NSE,0.1,1,STOCK,Power,Power,0,1
LTFOODS,NSE,LT FOODS,3536897,NSE,0.05,1,STOCK,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0,1
SOBHA,NSE,SOBHA,3539457,NSE,0.1,1,STOCK,Realty,Realty,0,1
HBLENGINE,NSE,HBL ENGINEERING,3575297,NSE,0.05,1,STOCK,Capital Goods,Capital Goods,0,1
UNOMINDA,NSE,UNO MINDA,3623425,NSE,0.1,1,STOCK,Automobile and Auto Components,Automobile and Auto Components,1,1
NSLNISP,NSE,NMDC STEEL,3630081,NSE,0.01,1,STOCK,Metals & Mining,Metals & Mining,0,1
TIMKEN,NSE,TIMKEN INDIA,3634689,NSE,0.1,1,STOCK,Capital Goods,Capital Goods,0,1
REDINGTON,NSE,REDINGTON,3649281,NSE,0.01,1,STOCK,Services,Services,0,1
PFC,NSE,POWER FIN CORP,3660545,NSE,0.05,1,STOCK,Financial Services,Financial Services,1,1
FSL,NSE,FIRSTSOURCE SOLU.,3661825,NSE,0.01,1,STOCK,Services,Services,0,1
INDIANB,NSE,INDIAN BANK,3663105,NSE,0.05,1,STOCK,Financial Services,Financial Services,1,1
HSCL,NSE,HIMADRI SPECIALITY CHEM L,3669505,NSE,0.05,1,STOCK,Chemicals,Chemicals,0,1
IDEA,NSE,VODAFONE IDEA,3677697,NSE,0.01,1,STOCK,Telecommunication,Telecommunication,1,1
PAGEIND,NSE,PAGE INDUSTRIES,3689729,NSE,5.0,1,STOCK,Textiles,Textiles,1,1
ASTRAL,NSE,ASTRAL,3691009,NSE,0.1,1,STOCK,Capital Goods,Capital Goods,1,1
JKTYRE,NSE,JK TYRE & INDUSTRIES,3695361,NSE,0.05,1,STOCK,Automobile and Auto Components,Automobile and Auto Components,0,1
PHOENIXLTD,NSE,THE PHOENIX MILLS,3725313,NSE,0.1,1,STOCK,Realty,Realty,1,1
FORTIS,NSE,FORTIS HEALTHCARE,3735553,NSE,0.05,1,STOCK,Healthcare,Healthcare,1,1
NAVINFLUOR,NSE,NAVIN FLUORINE INT.,3756033,NSE,0.5,1,STOCK,Chemicals,Chemicals,0,1
DLF,NSE,DLF,3771393,NSE,0.05,1,STOCK,Realty,Realty,1,1
CENTRALBK,NSE,CENTRAL BANK OF INDIA,3812865,NSE,0.01,1,STOCK,Financial Services,Financial Services,0,1
KPRMILL,NSE,KPR MILL,3817473,NSE,0.05,1,STOCK,Textiles,Textiles,0,1
MOTILALOFS,NSE,MOTILAL OSWAL FIN,3826433,NSE,0.05,1,STOCK,Financial Services,Financial Services,1,1
POWERGRID,NSE,POWER GRID CORP.,3834113,NSE,0.05,1,STOCK,Power,Power,1,1
ADANIPORTS,NSE,ADANI PORT & SEZ,3861249,NSE,0.1,1,STOCK,Services,Services,1,1
COLPAL,NSE,COLGATE PALMOLIVE,3876097,NSE,0.1,1,STOCK,Fast Moving Consumer Goods,Fast Moving Consumer Goods,1,1
TARIL,NSE,TRANS & RECTI.,3884545,NSE,0.05,1,STOCK,Capital Goods,Capital Goods,0,1
ECLERX,NSE,ECLERX SERVICES,3885825,NSE,0.1,1,STOCK,Services,Services,0,1
BRIGADE,NSE,BRIGADE ENTER.,3887105,NSE,0.05,1,STOCK,Realty,Realty,0,1
CEATLTD,NSE,CEAT,3905025,NSE,0.1,1,STOCK,Automobile and Auto Components,Automobile and Auto Components,0,1
RPOWER,NSE,RELIANCE POWER,3906305,NSE,0.01,1,STOCK,Power,Power,0,1
IRB,NSE,IRB INFRA DEV,3920129,NSE,0.01,1,STOCK,Construction,Construction,0,1
NMDC,NSE,NMDC,3924993,NSE,0.01,1,STOCK,Metals & Mining,Metals & Mining,1,1
RECLTD,NSE,REC,3930881,NSE,0.05,1,STOCK,Financial Services,Financial Services,1,1
MANKIND,NSE,MANKIND PHARMA,3937281,NSE,0.1,1,STOCK,Healthcare,Healthcare,1,1
TITAGARH,NSE,TITAGARH RAIL SYSTEMS,3945985,NSE,0.05,1,STOCK,Capital Goods,Capital Goods,0,1
BAJAJFINSV,NSE,BAJAJ FINSERV,4268801,NSE,0.1,1,STOCK,Financial Services,Financial Services,1,1
PTCIL,NSE,PTC INDUSTRIES,4270593,NSE,1.0,1,STOCK,Capital Goods,Capital Goods,0,1
UBL,NSE,UNITED BREWERIES,4278529,NSE,0.1,1,STOCK,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0,1
GVT&D,NSE,GE VERNOVA T&D INDIA,4296449,NSE,0.1,1,STOCK,Capital Goods,Capital Goods,0,1
ZFCVINDIA,NSE,ZF COM VE CTR SYS IND,4330241,NSE,1.0,1,STOCK,Automobile and Auto Components,Automobile and Auto Components,0,1
PATANJALI,NSE,PATANJALI FOODS,4359425,NSE,0.05,1,STOCK,Fast Moving Consumer Goods,Fast Moving Consumer Goods,1,1
CROMPTON,NSE,CROMPT GREA CON ELEC,4376065,NSE,0.05,1,STOCK,Consumer Durables,Consumer Durables,1,1
SUMICHEM,NSE,SUMITOMO CHEM INDIA,4378881,NSE,0.05,1,STOCK,Chemicals,Chemicals,0,1
BLS,NSE,BLS INTL SERVS,4423425,NSE,0.05,1,STOCK,Consumer Services,Consumer Services,0,1
LLOYDSME,NSE,LLOYDS METALS N ENERGY L,4432129,NSE,0.1,1,STOCK,Metals & Mining,Metals & Mining,0,1
ADANIPOWER,NSE,ADANI POWER,4451329,NSE,0.01,1,STOCK,Power,Power,1,1
NHPC,NSE,NHPC,4454401,NSE,0.01,1,STOCK,Power,Power,1,1
NETWEB,NSE,NETWEB TECH INDIA,4462849,NSE,0.1,1,STOCK,Information Technology,Information Technology,0,1
OIL,NSE,OIL INDIA,4464129,NSE,0.05,1,STOCK,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels,1,1
MGL,NSE,MAHANAGAR GAS,4488705,NSE,0.1,1,STOCK,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels,0,1
ZYDUSWELL,NSE,ZYDUS WELLNESS,4514561,NSE,0.05,1,STOCK,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0,1
SARDAEN,NSE,SARDA ENERGY & MIN,4546049,NSE,0.05,1,STOCK,Metals & Mining,Metals & Mining,0,1
LTM,NSE,LTM,4561409,NSE,0.1,1,STOCK,Information Technology,Information Technology,1,1
JSWENERGY,NSE,JSW ENERGY,4574465,NSE,0.05,1,STOCK,Power,Power,1,1
GODREJPROP,NSE,GODREJ PROPERTIES,4576001,NSE,0.1,1,STOCK,Realty,Realty,1,1
ABBOTINDIA,NSE,ABBOTT INDIA,4583169,NSE,5.0,1,STOCK,Healthcare,Healthcare,0,1
BAYERCROP,NSE,BAYER CROPSCIENCE,4589313,NSE,0.1,1,STOCK,Chemicals,Chemicals,0,1
HINDCOPPER,NSE,HINDUSTAN COPPER,4592385,NSE,0.05,1,STOCK,Metals & Mining,Metals & Mining,0,1
COHANCE,NSE,COHANCE LIFESCIENCES,4593921,NSE,0.05,1,STOCK,Healthcare,Healthcare,0,1
MMTC,NSE,MMTC,4596993,NSE,0.01,1,STOCK,Services,Services,0,1
NESTLEIND,NSE,NESTLE INDIA,4598529,NSE,0.1,1,STOCK,Fast Moving Consumer Goods,Fast Moving Consumer Goods,1,1
SBICARD,NSE,SBI CARDS & PAY SER,4600577,NSE,0.05,1,STOCK,Financial Services,Financial Services,1,1
WHIRLPOOL,NSE,WHIRLPOOL OF INDIA,4610817,NSE,0.05,1,STOCK,Consumer Durables,Consumer Durables,0,1
SBFC,NSE,SBFC FINANCE,4614657,NSE,0.01,1,STOCK,Financial Services,Financial Services,0,1
CONCORDBIO,NSE,CONCORD BIOTECH,4623361,NSE,0.1,1,STOCK,Healthcare,Healthcare,0,1
JUBLFOOD,NSE,JUBILANT FOODWORKS,4632577,NSE,0.05,1,STOCK,Consumer Services,Consumer Services,1,1
JIOFIN,NSE,JIO FIN SERVICES,4644609,NSE,0.01,1,STOCK,Financial Services,Financial Services,1,1
PERSISTENT,NSE,PERSISTENT SYSTEMS,4701441,NSE,0.1,1,STOCK,Information Technology,Information Technology,1,1
RBLBANK,NSE,RBL BANK,4708097,NSE,0.05,1,STOCK,Financial Services,Financial Services,1,1
POWERINDIA,NSE,HITACHI ENERGY INDIA,4724993,NSE,5.0,1,STOCK,Capital Goods,Capital Goods,1,1
LTTS,NSE,L&T TECHNOLOGY SER.,4752385,NSE,0.1,1,STOCK,Information Technology,Information Technology,0,1
RRKABEL,NSE,R R KABEL,4752897,NSE,0.1,1,STOCK,Capital Goods,Capital Goods,0,1
ICICIPRULI,NSE,ICICI PRU LIFE INS CO,4774913,NSE,0.05,1,STOCK,Financial Services,Financial Services,1,1
NUVAMA,NSE,NUVAMA WEALTH MANAGE,4792577,NSE,0.1,1,STOCK,Financial Services,Financial Services,1,1
SIGNATURE,NSE,SIGNATUREGLOBAL INDIA,4798209,NSE,0.05,1,STOCK,Realty,Realty,0,1
ENDURANCE,NSE,ENDURANCE TECHNO.,4818433,NSE,0.1,1,STOCK,Automobile and Auto Components,Automobile and Auto Components,0,1
SJVN,NSE,SJVN,4834049,NSE,0.01,1,STOCK,Power,Power,0,1
PNBHOUSING,NSE,PNB HOUSING FIN,4840449,NSE,0.1,1,STOCK,Financial Services,Financial Services,1,1
VBL,NSE,VARUN BEVERAGES,4843777,NSE,0.05,1,STOCK,Fast Moving Consumer Goods,Fast Moving Consumer Goods,1,1
JSWINFRA,NSE,JSW INFRASTRUCTURE,4869121,NSE,0.05,1,STOCK,Services,Services,0,1
MANAPPURAM,NSE,MANAPPURAM FINANCE,4879617,NSE,0.05,1,STOCK,Financial Services,Financial Services,1,1
LAURUSLABS,NSE,LAURUS LABS,4923905,NSE,0.1,1,STOCK,Healthcare,Healthcare,1,1
BSE,NSE,BSE,5013761,NSE,0.1,1,STOCK,Financial Services,Financial Services,1,1
BLUEJET,NSE,BLUE JET HEALTHCARE,5039617,NSE,0.05,1,STOCK,Healthcare,Healthcare,0,1
HONASA,NSE,HONASA CONSUMER - MAMAEARTH,5072129,NSE,0.05,1,STOCK,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0,1
DMART,NSE,AVENUE SUPERMARTS,5097729,NSE,0.1,1,STOCK,Consumer Services,Consumer Services,1,1
DEEPAKNTR,NSE,DEEPAK NITRITE,5105409,NSE,0.1,1,STOCK,Chemicals,Chemicals,0,1
JWL,NSE,JUPITER WAGONS,5177345,NSE,0.05,1,STOCK,Capital Goods,Capital Goods,0,1
OBEROIRLTY,NSE,OBEROI REALTY,5181953,NSE,0.1,1,STOCK,Realty,Realty,1,1
IREDA,NSE,INDIAN RENEWABLE ENERGY,5186817,NSE,0.01,1,STOCK,Financial Services,Financial Services,1,1
TATATECH,NSE,TATA TECHNOLOGIES,5195009,NSE,0.05,1,STOCK,Information Technology,Information Technology,0,1
PRESTIGE,NSE,PRESTIGE ESTATE,5197313,NSE,0.1,1,STOCK,Realty,Realty,1,1
CGCL,NSE,CAPRI GLOBAL CAPITAL,5204225,NSE,0.01,1,STOCK,Financial Services,Financial Services,0,1
COALINDIA,NSE,COAL INDIA,5215745,NSE,0.05,1,STOCK,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels,1,1
GRAVITA,NSE,GRAVITA INDIA,5256705,NSE,0.1,1,STOCK,Metals & Mining,Metals & Mining,0,1
DOMS,NSE,DOMS INDUSTRIES,5261057,NSE,0.1,1,STOCK,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0,1
HUDCO,NSE,HSG & URBAN DEV CORPN,5331201,NSE,0.01,1,STOCK,Financial Services,Financial Services,0,1
KIRLOSENG,NSE,KIRLOSKAR OIL ENG,5359617,NSE,0.1,1,STOCK,Capital Goods,Capital Goods,0,1
TEJASNET,NSE,TEJAS NETWORKS,5409537,NSE,0.05,1,STOCK,Telecommunication,Telecommunication,0,1
ERIS,NSE,ERIS LIFESCIENCES,5415425,NSE,0.1,1,STOCK,Healthcare,Healthcare,0,1
CDSL,NSE,CENTRAL DEPO SER (I),5420545,NSE,0.1,1,STOCK,Financial Services,Financial Services,1,1
AUBANK,NSE,AU SMALL FINANCE BANK,5436929,NSE,0.1,1,STOCK,Financial Services,Financial Services,1,1
JYOTICNC,NSE,JYOTI CNC AUTOMATION,5461505,NSE,0.05,1,STOCK,Capital Goods,Capital Goods,0,1
COCHINSHIP,NSE,COCHIN SHIPYARD,5506049,NSE,0.1,1,STOCK,Capital Goods,Capital Goods,1,1
ABCAPITAL,NSE,ADITYA BIRLA CAPITAL,5533185,NSE,0.05,1,STOCK,Financial Services,Financial Services,1,1
DIXON,NSE,DIXON TECHNO (INDIA),5552641,NSE,1.0,1,STOCK,Consumer Durables,Consumer Durables,1,1
CHOLAHLDNG,NSE,CHOLAMANDALAM FIN HOL,5565441,NSE,0.1,1,STOCK,Financial Services,Financial Services,0,1
ICICIGI,NSE,ICICI LOMBARD GIC,5573121,NSE,0.1,1,STOCK,Financial Services,Financial Services,1,1
SBILIFE,NSE,SBI LIFE INSURANCE CO,5582849,NSE,0.1,1,STOCK,Financial Services,Financial Services,1,1
HFCL,NSE,HFCL,5619457,NSE,0.01,1,STOCK,Telecommunication,Telecommunication,0,1
MAXHEALTH,NSE,MAX HEALTHCARE INS,5728513,NSE,0.05,1,STOCK,Healthcare,Healthcare,1,1
BHARTIHEXA,NSE,BHARTI HEXACOM,6013185,NSE,0.1,1,STOCK,Telecommunication,Telecommunication,0,1
AIIL,NSE,AUTHUM INVEST & INFRA,6029569,NSE,0.05,1,STOCK,Financial Services,Financial Services,0,1
MUTHOOTFIN,NSE,MUTHOOT FINANCE,6054401,NSE,0.1,1,STOCK,Financial Services,Financial Services,1,1
INDGN,NSE,INDEGENE,6065409,NSE,0.05,1,STOCK,Healthcare,Healthcare,0,1
AADHARHFC,NSE,AADHAR HOUSING FINANCE L,6074625,NSE,0.05,1,STOCK,Financial Services,Financial Services,0,1
TBOTEK,NSE,TBO TEK,6077441,NSE,0.1,1,STOCK,Consumer Services,Consumer Services,0,1
GODIGIT,NSE,GO DIGIT GENERAL INS,6092545,NSE,0.05,1,STOCK,Financial Services,Financial Services,0,1
PIIND,NSE,PI INDUSTRIES,6191105,NSE,0.1,1,STOCK,Chemicals,Chemicals,1,1
ABDL,NSE,ALLIED BLEND N DISTILS L,6222849,NSE,0.05,1,STOCK,Fast Moving Consumer Goods,Fast Moving Consumer Goods,0,1
EMCURE,NSE,EMCURE PHARMACEUTICALS L,6245889,NSE,0.1,1,STOCK,Healthcare,Healthcare,0,1
OLAELEC,NSE,OLA ELECTRIC MOBILITY,6342913,NSE,0.01,1,STOCK,Automobile and Auto Components,Automobile and Auto Components,0,1
FIRSTCRY,NSE,BRAINBEES SOLUTIONS,6352385,NSE,0.01,1,STOCK,Consumer Services,Consumer Services,0,1
LTF,NSE,L&T FINANCE,6386689,NSE,0.05,1,STOCK,Financial Services,Financial Services,1,1
PREMIERENE,NSE,PREMIER ENERGIES,6412545,NSE,0.1,1,STOCK,Capital Goods,Capital Goods,1,1
BAJAJHFL,NSE,BAJAJ HOUSING FINANCE,6469121,NSE,0.01,1,STOCK,Financial Services,Financial Services,0,1
PGEL,NSE,PG ELECTROPLAST,6491649,NSE,0.05,1,STOCK,Consumer Durables,Consumer Durables,1,1
TRITURBINE,NSE,TRIVENI TURBINE,6549505,NSE,0.05,1,STOCK,Capital Goods,Capital Goods,0,1
POLYMED,NSE,POLY MEDICURE,6583809,NSE,0.1,1,STOCK,Healthcare,Healthcare,0,1
APLAPOLLO,NSE,APL APOLLO TUBES,6599681,NSE,0.1,1,STOCK,Capital Goods,Capital Goods,1,1
HYUNDAI,NSE,HYUNDAI MOTOR INDIA,6616065,NSE,0.1,1,STOCK,Automobile and Auto Components,Automobile and Auto Components,1,1
MINDACORP,NSE,MINDA CORPORATION,6629633,NSE,0.05,1,STOCK,Automobile and Auto Components,Automobile and Auto Components,0,1
WAAREEENER,NSE,WAAREE ENERGIES,6632193,NSE,0.1,1,STOCK,Capital Goods,Capital Goods,1,1
AFCONS,NSE,AFCONS INFRASTRUCTURE,6650113,NSE,0.05,1,STOCK,Construction,Construction,0,1
SAGILITY,NSE,SAGILITY,6925313,NSE,0.01,1,STOCK,Information Technology,Information Technology,0,1
ACMESOLAR,NSE,ACME SOLAR HOLDINGS,6927617,NSE,0.05,1,STOCK,Power,Power,0,1
SWIGGY,NSE,SWIGGY,6928897,NSE,0.05,1,STOCK,Consumer Services,Consumer Services,1,1
SWANCORP,NSE,SWAN CORP,6936321,NSE,0.05,1,STOCK,Chemicals,Chemicals,0,1
NIVABUPA,NSE,NIVA BUPA HEALTH INS CO L,6936833,NSE,0.01,1,STOCK,Financial Services,Financial Services,0,1
NTPCGREEN,NSE,NTPC GREEN ENERGY,6957057,NSE,0.01,1,STOCK,Power,Power,0,1
SAILIFE,NSE,SAI LIFE SCIENCES,7126785,NSE,0.1,1,STOCK,Healthcare,Healthcare,0,1
VMM,NSE,VISHAL MEGA MART,7160065,NSE,0.01,1,STOCK,Consumer Services,Consumer Services,1,1
IKS,NSE,INVENTURUS KNOWLEDGE SO L,7200001,NSE,0.1,1,STOCK,Information Technology,Information Technology,0,1
IGIL,NSE,INTL GEMOLOGICAL INST,7264769,NSE,0.05,1,STOCK,Services,Services,0,1
INDUSTOWER,NSE,INDUS TOWERS,7458561,NSE,0.05,1,STOCK,Telecommunication,Telecommunication,1,1
ONESOURCE,NSE,ONESOURCE SPECL PHARMA L,7481345,NSE,0.1,1,STOCK,Healthcare,Healthcare,0,1
ITCHOTELS,NSE,ITC HOTELS,7488257,NSE,0.01,1,STOCK,Consumer Services,Consumer Services,0,1
HEXT,NSE,HEXAWARE TECHNOLOGIES,7594497,NSE,0.05,1,STOCK,Information Technology,Information Technology,0,1
ABFRL,NSE,ADITYA BIRLA FASHION & RT,7707649,NSE,0.01,1,STOCK,Consumer Services,Consumer Services,0,1
SAMMAANCAP,NSE,SAMMAAN CAPITAL,7712001,NSE,0.01,1,STOCK,Financial Services,Financial Services,1,1
RHIM,NSE,RHI MAGNESITA INDIA,7977729,NSE,0.05,1,STOCK,Capital Goods,Capital Goods,0,1
MCX,NSE,MULTI COMMODITY EXCHANGE,7982337,NSE,0.1,1,STOCK,Financial Services,Financial Services,1,1
NBCC,NSE,NBCC (INDIA),8042241,NSE,0.01,1,STOCK,Construction,Construction,1,1
ABLBL,NSE,ADITYA BIRLA LIFES BRAN L,193751809,NSE,0.01,1,STOCK,Consumer Services,Consumer Services,0,1
ENRIN,NSE,SIEMENS ENERGY INDIA,193758977,NSE,0.1,1,STOCK,Capital Goods,Capital Goods,0,1
THELEELA,NSE,LEELA PALACES HOTEL,193795585,NSE,0.05,1,STOCK,Consumer Services,Consumer Services,0,1
BELRISE,NSE,BELRISE INDUSTRIES,193818113,NSE,0.01,1,STOCK,Automobile and Auto Components,Automobile and Auto Components,0,1
AEGISVOPAK,NSE,AEGIS VOPAK TERMINALS,193878017,NSE,0.01,1,STOCK,Oil Gas & Consumable Fuels,Oil Gas & Consumable Fuels,0,1
TRAVELFOOD,NSE,TRAVEL FOOD SERVICES,193931521,NSE,0.1,1,STOCK,Consumer Services,Consumer Services,0,1
ATHERENERG,NSE,ATHER ENERGY,193957121,NSE,0.05,1,STOCK,Automobile and Auto Components,Automobile and Auto Components,0,1
HDBFS,NSE,HDB FINANCIAL SERVICES L,193989633,NSE,0.05,1,STOCK,Financial Services,Financial Services,0,1
ANTHEM,NSE,ANTHEM BIOSCIENCES,194018561,NSE,0.05,1,STOCK,Healthcare,Healthcare,0,1
JSWCEMENT,NSE,JSW CEMENT,194165761,NSE,0.01,1,STOCK,Construction Materials,Construction Materials,0,1
CPPLUS,NSE,ADITYA INFOTECH,194267649,NSE,0.1,1,STOCK,Capital Goods,Capital Goods,0,1
URBANCO,NSE,URBAN COMPANY,194325505,NSE,0.01,1,STOCK,Consumer Services,Consumer Services,0,1
JAINREC,NSE,JAIN RESOURCE RECYCLING L,194366465,NSE,0.05,1,STOCK,Metals & Mining,Metals & Mining,0,1
TATACAP,NSE,TATA CAPITAL,194371841,NSE,0.05,1,STOCK,Financial Services,Financial Services,0,1
CANHLIFE,NSE,CANARA HSBC LIFE INS CO L,194426113,NSE,0.01,1,STOCK,Financial Services,Financial Services,0,1
PIRAMALFIN,NSE,PIRAMAL FINANCE,194445057,NSE,0.1,1,STOCK,Financial Services,Financial Services,0,1
LENSKART,NSE,LENSKART SOLUTIONS,194458881,NSE,0.05,1,STOCK,Consumer Services,Consumer Services,0,1
PWL,NSE,PHYSICSWALLAH,194489089,NSE,0.01,1,STOCK,Consumer Services,Consumer Services,0,1
EMMVEE,NSE,EMMVEE PHOTOVOLTAIC PWR L,194490369,NSE,0.05,1,STOCK,Capital Goods,Capital Goods,0,1
TMCV,NSE,TATA MOTORS,194504193,NSE,0.05,1,STOCK,Capital Goods,Capital Goods,0,1
GROWW,NSE,BILLIONBRAINS GARAGE VN L,194510337,NSE,0.01,1,STOCK,Financial Services,Financial Services,0,1
PINELABS,NSE,PINE LABS,194513921,NSE,0.01,1,STOCK,Financial Services,Financial Services,0,1
TENNIND,NSE,TENNECO CLEAN AIR INDIA L,194529281,NSE,0.05,1,STOCK,Automobile and Auto Components,Automobile and Auto Components,0,1
LGEINDIA,NSE,LG ELECTRONICS INDIA,194614529,NSE,0.1,1,STOCK,Consumer Durables,Consumer Durables,0,1
MEESHO,NSE,MEESHO,194618625,NSE,0.01,1,STOCK,Consumer Services,Consumer Services,0,1
ICICIAMC,NSE,ICICI PRUDENTIAL AMC,194664193,NSE,0.1,1,STOCK,Financial Services,Financial Services,0,1
