tradingsymbol,exchange,name,instrument_token,segment,tick_size,lot_size,instrument_type,sector,industry,is_fo_enabled,is_active
STAR,NSE,STRIDES PHARMA SCI,1887745,NSE,0.1,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
HPAL,NSE,HP ADHESIVES,1888257,NSE,0.01,1,STOCK,Basic Materials,Specialty Chemicals,0,1
SUPRIYA,NSE,SUPRIYA LIFESCIENCE,1891841,NSE,0.05,1,STOCK,Healthcare,Biotechnology,0,1
NILASPACES,NSE,NILA SPACES,1897217,NSE,0.01,1,STOCK,Real Estate,Real Estate - Development,0,1
MANAKCOAT,NSE,MAN COAT METAL & IND,1897729,NSE,0.01,1,STOCK,Industrials,Metal Fabrication,0,1
MANAKALUCO,NSE,MANAK ALUMINIUM CO.,1899521,NSE,0.01,1,STOCK,Basic Materials,Aluminum,0,1
HECPROJECT,NSE,HEC INFRA PROJECTS,1900801,NSE,0.01,1,STOCK,Industrials,Engineering & Construction,0,1
TREJHARA,NSE,TREJHARA SOLUTIONS,1924609,NSE,0.01,1,STOCK,Technology,Software - Application,0,1
LCCINFOTEC,NSE,LCC INFOTECH,1927425,NSE,0.01,1,STOCK,Consumer Defensive,Education & Training Services,0,1
NRBBEARING,NSE,NRB BEARING,1933569,NSE,0.05,1,STOCK,Consumer Cyclical,Auto Parts,0,1
UNITEDPOLY,NSE,UNITED POLYFAB GUJ.,1935361,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
CMSINFO,NSE,CMS INFO SYSTEMS,1946369,NSE,0.05,1,STOCK,Industrials,Specialty Business Services,0,1
SHREERAMA,NSE,SHREE RAMA MULTI TECH,1952513,NSE,0.01,1,STOCK,Consumer Cyclical,Packaging & Containers,0,1
IMAGICAA,NSE,IMAGICAAWORLD ENT,1964033,NSE,0.01,1,STOCK,Communication Services,Entertainment,0,1
MONARCH,NSE,MONARCH NETWORTH CAP,1965825,NSE,0.05,1,STOCK,Financial Services,Capital Markets,0,1
BCONCEPTS,NSE,BRAND CONCEPTS,1991681,NSE,0.01,1,STOCK,Consumer Cyclical,Footwear & Accessories,0,1
WEL,NSE,WONDER ELECTRICALS,2005761,NSE,0.01,1,STOCK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0,1
BIL,NSE,BHARTIYA INTERNATIONAL,2009089,NSE,0.05,1,STOCK,Consumer Cyclical,Footwear & Accessories,0,1
RAMCOSYS,NSE,RAMCO SYSTEMS,2009857,NSE,0.05,1,STOCK,Technology,Software - Application,0,1
MHLXMIRU,NSE,MAHALAXMI RUBTECH,2018817,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
LFIC,NSE,LAKSHMI FIN IND CORP,2022913,NSE,0.01,1,STOCK,Financial Services,Asset Management,0,1
AVANTIFEED,NSE,AVANTI FEEDS,2031617,NSE,0.1,1,STOCK,Consumer Defensive,Packaged Foods,0,1
MALLCOM,NSE,MALLCOM (INDIA),2039041,NSE,0.1,1,STOCK,Industrials,Security & Protection Services,0,1
GRWRHITECH,NSE,GARWARE HI-TECH FILMS,2043393,NSE,0.1,1,STOCK,Basic Materials,Specialty Chemicals,0,1
CINEVISTA,NSE,CINEVISTA,2054145,NSE,0.01,1,STOCK,Communication Services,Entertainment,0,1
MAHLIFE,NSE,MAHINDRA LIFESPACE DEVLTD,2060801,NSE,0.05,1,STOCK,Real Estate,Real Estate - Development,0,1
KTKBANK,NSE,KARNATAKA BANK,2061825,NSE,0.05,1,STOCK,Financial Services,Banks - Regional,0,1
CROWN,NSE,CROWN LIFTERS,2069249,NSE,0.01,1,STOCK,Industrials,Rental & Leasing Services,0,1
RPSGVENT,NSE,RPSG VENTURES,2078465,NSE,0.05,1,STOCK,Technology,Information Technology Services,0,1
DEVIT,NSE,DEV INFO TECHNOLOGY,2085377,NSE,0.01,1,STOCK,Technology,Information Technology Services,0,1
MEGASTAR,NSE,MEGASTAR FOODS,2087169,NSE,0.05,1,STOCK,Consumer Defensive,Packaged Foods,0,1
SPENCERS,NSE,SPENCER S RETAIL,2089729,NSE,0.01,1,STOCK,Consumer Cyclical,Department Stores,0,1
MANYAVAR,NSE,VEDANT FASHIONS,2090753,NSE,0.05,1,STOCK,Consumer Cyclical,Apparel Manufacturing,0,1
SAGARDEEP,NSE,SAGARDEEP ALLOYS,2092801,NSE,0.01,1,STOCK,Basic Materials,Copper,0,1
MITCON,NSE,MITCON CON & ENG SER,2168065,NSE,0.01,1,STOCK,Industrials,Engineering & Construction,0,1
XELPMOC,NSE,XELPMOC DESIGN & TECH,2170113,NSE,0.01,1,STOCK,Technology,Information Technology Services,0,1
GATEWAY,NSE,GATEWAY DISTRIPARKS,2178561,NSE,0.01,1,STOCK,Industrials,Integrated Freight & Logistics,0,1
GMRP&UI,NSE,GMR POW AND URBAN INFRA L,2183425,NSE,0.01,1,STOCK,Energy,Thermal Coal,0,1
INDOBORAX,NSE,INDO BORAX & CHEMICAL,2205185,NSE,0.05,1,STOCK,Basic Materials,Chemicals,0,1
VETO,NSE,VETO SWITCHGEAR CABLE,2214913,NSE,0.01,1,STOCK,Industrials,Electrical Equipment & Parts,0,1
MUKTAARTS,NSE,MUKTA ARTS,2223873,NSE,0.01,1,STOCK,Communication Services,Entertainment,0,1
VRLLOG,NSE,VRL LOGISTICS,2226177,NSE,0.05,1,STOCK,Industrials,Trucking,0,1
SHAILY,NSE,SHAILY ENG PLASTICS,2234113,NSE,0.1,1,STOCK,Basic Materials,Specialty Chemicals,0,1
PNBGILTS,NSE,PNB GILTS,2236417,NSE,0.01,1,STOCK,Financial Services,Capital Markets,0,1
OBCL,NSE,ORISSA BENGAL CARRIER,2252033,NSE,0.01,1,STOCK,Industrials,Trucking,0,1
SONAMLTD,NSE,SONAM,2254337,NSE,0.01,1,STOCK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0,1
PRIVISCL,NSE,PRIVI SPECIALITY CHE,2259201,NSE,0.1,1,STOCK,Basic Materials,Specialty Chemicals,0,1
AVROIND,NSE,AVRO INDIA,2259713,NSE,0.01,1,STOCK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",0,1
GAEL,NSE,GUJARAT AMBUJA EXPORTS LT,2259969,NSE,0.01,1,STOCK,Consumer Defensive,Packaged Foods,0,1
VERANDA,NSE,VERANDA LEARNING SOL,2275841,NSE,0.01,1,STOCK,Consumer Defensive,Education & Training Services,0,1
RITCO,NSE,RITCO LOGISTICS,2289665,NSE,0.01,1,STOCK,Industrials,Integrated Freight & Logistics,0,1
ELDEHSG,NSE,ELDECO HSG & IND,2291969,NSE,0.05,1,STOCK,Real Estate,Real Estate Services,0,1
HARDWYN,NSE,HARDWYN INDIA,2294273,NSE,0.01,1,STOCK,Industrials,Building Products & Equipment,0,1
HARIOMPIPE,NSE,HARIOM PIPE INDUSTRIES L,2295809,NSE,0.05,1,STOCK,Basic Materials,Steel,0,1
NOVARTIND,NSE,NOVARTIS INDIA,2305793,NSE,0.1,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
ANUP,NSE,THE ANUP ENGINEERING,2307585,NSE,0.1,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
VCL,NSE,VAXTEX COTFAB,2309121,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
UFO,NSE,UFO MOVIEZ INDIA,2313985,NSE,0.01,1,STOCK,Communication Services,Entertainment,0,1
AGROPHOS,NSE,AGRO PHOS INDIA,2315777,NSE,0.01,1,STOCK,Basic Materials,Agricultural Inputs,0,1
ROTO,NSE,ROTO PUMPS,2316545,NSE,0.01,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
PIXTRANS,NSE,PIX TRANSMISSIONS,2326273,NSE,0.1,1,STOCK,Industrials,Specialty Industrial Machinery,0,1
ARVINDFASN,NSE,ARVIND FASHIONS,2332417,NSE,0.05,1,STOCK,Consumer Cyclical,Apparel Manufacturing,0,1
INDOAMIN,NSE,INDO AMINES,2333697,NSE,0.01,1,STOCK,Basic Materials,Chemicals,0,1
TIPSMUSIC,NSE,TIPS MUSIC,2333953,NSE,0.05,1,STOCK,Communication Services,Entertainment,0,1
BALAJITELE,NSE,BALAJI TELEFILMS,2344449,NSE,0.01,1,STOCK,Communication Services,Entertainment,0,1
TPLPLASTEH,NSE,TPL PLASTECH,2360065,NSE,0.01,1,STOCK,Consumer Cyclical,Packaging & Containers,0,1
NILAINFRA,NSE,NILA INFRASTRUCTURES,2368769,NSE,0.01,1,STOCK,Real Estate,Real Estate - Development,0,1
ARROWGREEN,NSE,ARROW GREENTECH,2370561,NSE,0.05,1,STOCK,Consumer Cyclical,Packaging & Containers,0,1
KRITIKA,NSE,KRITIKA WIRES,2377729,NSE,0.01,1,STOCK,Basic Materials,Steel,0,1
STARTECK,NSE,STARTECK FINANCE,2382081,NSE,0.01,1,STOCK,Financial Services,Credit Services,0,1
STLTECH,NSE,STERLITE TECHNOLOGIES,2383105,NSE,0.05,1,STOCK,Technology,Communication Equipment,0,1
TAJGVK,NSE,TAJ GVK HOTELS & RESORTS,2394625,NSE,0.05,1,STOCK,Consumer Cyclical,Lodging,0,1
MSTCLTD,NSE,MSTC,2395137,NSE,0.05,1,STOCK,Industrials,Conglomerates,0,1
CAMPUS,NSE,CAMPUS ACTIVEWEAR,2396673,NSE,0.01,1,STOCK,Consumer Cyclical,Footwear & Accessories,0,1
TRU,NSE,TRUCAP FINANCE,2400769,NSE,0.01,1,STOCK,Financial Services,Credit Services,0,1
CREATIVEYE,NSE,CREATIVE EYE,2402305,NSE,0.01,1,STOCK,Communication Services,Entertainment,0,1
PNCINFRA,NSE,PNC INFRATECH,2402561,NSE,0.01,1,STOCK,Industrials,Engineering & Construction,0,1
SILVERTUC,NSE,SILVER TOUCH TECHNO,2412033,NSE,0.01,1,STOCK,Technology,Information Technology Services,0,1
SKIPPER,NSE,SKIPPER,2413569,NSE,0.05,1,STOCK,Industrials,Engineering & Construction,0,1
AXISCADES,NSE,AXISCADES TECH,2415617,NSE,0.1,1,STOCK,Industrials,Engineering & Construction,0,1
SAKAR,NSE,SAKAR HEALTHCARE,2441985,NSE,0.05,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
PRUDENT,NSE,PRUDENT CORP ADV SER,2445569,NSE,0.1,1,STOCK,Financial Services,Asset Management,0,1
AKSHAR,NSE,AKSHAR SPINTEX,2446849,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
MAHESHWARI,NSE,MAHESHWARI LOGISTICS,2451457,NSE,0.01,1,STOCK,Industrials,Integrated Freight & Logistics,0,1
METROPOLIS,NSE,METROPOLIS HEALTHCARE,2452737,NSE,0.05,1,STOCK,Healthcare,Diagnostics & Research,0,1
VENUSPIPES,NSE,VENUS PIPES & TUBES,2455553,NSE,0.1,1,STOCK,Basic Materials,Steel,0,1
KHANDSE,NSE,KHANDWALA SECURITIES,2468097,NSE,0.01,1,STOCK,Financial Services,Capital Markets,0,1
RELCHEMQ,NSE,RELIANCE CHEMOTEX IND,2470913,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
MEDICO,NSE,MEDICO REMEDIES,2474753,NSE,0.01,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
HIKAL,NSE,HIKAL,2475009,NSE,0.01,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
SOUTHWEST,NSE,SOUTH WEST PINNACLE,2477569,NSE,0.01,1,STOCK,Energy,Oil & Gas Equipment & Services,0,1
ETHOSLTD,NSE,ETHOS,2496001,NSE,0.1,1,STOCK,Consumer Cyclical,Luxury Goods,0,1
EMUDHRA,NSE,EMUDHRA,2497537,NSE,0.05,1,STOCK,Technology,Software - Application,0,1
AETHER,NSE,AETHER INDUSTRIES,2511361,NSE,0.1,1,STOCK,Basic Materials,Specialty Chemicals,0,1
WEWIN,NSE,WE WIN,2524673,NSE,0.01,1,STOCK,Technology,Information Technology Services,0,1
NEXTMEDIA,NSE,NEXT MEDIAWORKS,2525953,NSE,0.01,1,STOCK,Communication Services,Broadcasting,0,1
GOLDTECH,NSE,AION-TECH SOLUTIONS,2527745,NSE,0.01,1,STOCK,Technology,Information Technology Services,0,1
CHEVIOT,NSE,CHEVIOT COMPANY,2529025,NSE,0.1,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
SMARTLINK,NSE,SMARTLINK HOLDINGS,2531585,NSE,0.01,1,STOCK,Technology,Communication Equipment,0,1
AIRAN,NSE,AIRAN,2533633,NSE,0.01,1,STOCK,Technology,Information Technology Services,0,1
AXITA,NSE,AXITA COTTON,2534913,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
NEOGEN,NSE,NEOGEN CHEMICALS,2538753,NSE,0.1,1,STOCK,Basic Materials,Specialty Chemicals,0,1
ALANKIT,NSE,ALANKIT,2539777,NSE,0.01,1,STOCK,Technology,Information Technology Services,0,1
ONEPOINT,NSE,ONE POINT ONE SOL,2544385,NSE,0.01,1,STOCK,Industrials,Specialty Business Services,0,1
EMAMIPAP,NSE,EMAMI PAPER MILLS,2578945,NSE,0.01,1,STOCK,Basic Materials,Paper & Paper Products,0,1
ORICONENT,NSE,ORICON ENTERPRISES,2600705,NSE,0.01,1,STOCK,Consumer Cyclical,Packaging & Containers,0,1
BALKRISHNA,NSE,BALKRISHNA PAPER MILLS L,2606337,NSE,0.01,1,STOCK,Consumer Cyclical,Packaging & Containers,0,1
SHYAMCENT,NSE,SHYAM CENTURY FERROUS,2608129,NSE,0.01,1,STOCK,Basic Materials,Steel,0,1
MANORAMA,NSE,MANORAMA INDUSTRIES,2618113,NSE,0.1,1,STOCK,Consumer Defensive,Packaged Foods,0,1
CONFIPET,NSE,CONFIDENCE PETRO IND,2620929,NSE,0.01,1,STOCK,Energy,Oil & Gas Refining & Marketing,0,1
KAYA,NSE,KAYA,2630657,NSE,0.05,1,STOCK,Consumer Defensive,Household & Personal Products,0,1
NGLFINE,NSE,NGL FINE CHEM,2630913,NSE,0.1,1,STOCK,Healthcare,Drug Manufacturers - General,0,1
AYMSYNTEX,NSE,AYM SYNTEX,2632961,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
PPL,NSE,PRAKASH PIPES,2636033,NSE,0.01,1,STOCK,Industrials,Building Products & Equipment,0,1
RAMASTEEL,NSE,RAMA STEEL TUBES,2636801,NSE,0.01,1,STOCK,Basic Materials,Steel,0,1
AURUM,NSE,AURUM PROPTECH,2639361,NSE,0.01,1,STOCK,Real Estate,Real Estate Services,0,1
PKTEA,NSE,THE P K TEA PROD CO,2642177,NSE,0.05,1,STOCK,Consumer Defensive,Farm Products,0,1
RADHIKAJWE,NSE,RADHIKA JEWELTECH,2647809,NSE,0.01,1,STOCK,Consumer Cyclical,Luxury Goods,0,1
DGCONTENT,NSE,DIGICONTENT,2648577,NSE,0.01,1,STOCK,Communication Services,Internet Content & Information,0,1
CSLFINANCE,NSE,CSL FINANCE,2649601,NSE,0.01,1,STOCK,Financial Services,Credit Services,0,1
JISLJALEQS,NSE,JAIN IRRIGATION SYSTEMS,2661633,NSE,0.01,1,STOCK,Industrials,Conglomerates,0,1
STEELCITY,NSE,STEEL CITY SECURITIES,2663937,NSE,0.01,1,STOCK,Financial Services,Capital Markets,0,1
MUTHOOTCAP,NSE,MUTHOOT CAP SERV,2666241,NSE,0.01,1,STOCK,Financial Services,Credit Services,0,1
DYCL,NSE,DYNAMIC CABLES,2666753,NSE,0.05,1,STOCK,Industrials,Electrical Equipment & Parts,0,1
SATIN,NSE,SATIN CREDIT NET,2675969,NSE,0.01,1,STOCK,Financial Services,Credit Services,0,1
ARVSMART,NSE,ARVIND SMARTSPACES,2676993,NSE,0.05,1,STOCK,Real Estate,Real Estate - Development,0,1
POWERMECH,NSE,POWER MECH PROJECTS,2681089,NSE,0.1,1,STOCK,Industrials,Engineering & Construction,0,1
RAMRAT,NSE,RAM RATNA WIRES,2684161,NSE,0.05,1,STOCK,Industrials,Electrical Equipment & Parts,0,1
SHARDAMOTR,NSE,SHARDA MOTOR INDS,2695681,NSE,0.05,1,STOCK,Consumer Cyclical,Auto Parts,0,1
NAVKARCORP,NSE,NAVKAR CORPORATION,2702593,NSE,0.01,1,STOCK,Industrials,Integrated Freight & Logistics,0,1
RAMAPHO,NSE,RAMA PHOSPHATES,2705409,NSE,0.01,1,STOCK,Basic Materials,Agricultural Inputs,0,1
KRBL,NSE,KRBL,2707713,NSE,0.05,1,STOCK,Consumer Defensive,Packaged Foods,0,1
MPSLTD,NSE,MPS,2707969,NSE,0.1,1,STOCK,Communication Services,Publishing,0,1
MARKSANS,NSE,MARKSANS PHARMA,2708225,NSE,0.01,1,STOCK,Healthcare,Drug Manufacturers - General,0,1
TCI,NSE,TRANSPORT CORPN OF INDIA,2708481,NSE,0.05,1,STOCK,Industrials,Integrated Freight & Logistics,0,1
SHREEPUSHK,NSE,SHRE PUSH CHEM & FERT,2710529,NSE,0.05,1,STOCK,Basic Materials,Specialty Chemicals,0,1
GUJGASLTD,NSE,GUJARAT GAS,2713345,NSE,0.05,1,STOCK,Utilities,Utilities - Regulated Gas,0,1
SADBHIN,NSE,SADBHAV INFRA PROJ,2718209,NSE,0.01,1,STOCK,Industrials,Engineering & Construction,0,1
ASAL,NSE,AUTOMOTIVE STAMPINGS & AS,2722305,NSE,0.05,1,STOCK,Consumer Cyclical,Auto Parts,0,1
PONNIERODE,NSE,PONNIE SUGARS (ERODE),2729217,NSE,0.05,1,STOCK,Consumer Defensive,Confectioners,0,1
SURANAT&P,NSE,SURANA TELECOM AND POW LT,2739201,NSE,0.01,1,STOCK,Utilities,Utilities - Independent Power Producers,0,1
TEAMGTY,NSE,TEAM INDIA GUARANTY,2743553,NSE,0.05,1,STOCK,Financial Services,Asset Management,0,1
SPORTKING,NSE,SPORTKING INDIA,2747649,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
APTECHT,NSE,APTECH,2753281,NSE,0.01,1,STOCK,Consumer Defensive,Education & Training Services,0,1
OAL,NSE,ORIENTAL AROMATICS,2756609,NSE,0.05,1,STOCK,Basic Materials,Specialty Chemicals,0,1
NOIDATOLL,NSE,NOIDA TOLL BRIDGE CO,2761217,NSE,0.01,1,STOCK,Industrials,Infrastructure Operations,0,1
NUCLEUS,NSE,NUCLEUS SOFTWARE EXPORTS,2762497,NSE,0.05,1,STOCK,Technology,Software - Application,0,1
DREAMFOLKS,NSE,DREAMFOLKS SERVICES,2779905,NSE,0.01,1,STOCK,Industrials,Airports & Air Services,0,1
GVPTECH,NSE,GVP INFOTECH,2781441,NSE,0.01,1,STOCK,Technology,Information Technology Services,0,1
GRMOVER,NSE,GRM OVERSEAS,2782977,NSE,0.01,1,STOCK,Consumer Defensive,Packaged Foods,0,1
GENESYS,NSE,GENESYS INTL CORPN,2791681,NSE,0.05,1,STOCK,Technology,Software - Application,0,1
RADAAN,NSE,RADAAN MEDIAWORKS (I),2798593,NSE,0.01,1,STOCK,Communication Services,Entertainment,0,1
TMB,NSE,TAMILNAD MERCA BANK,2801921,NSE,0.05,1,STOCK,Financial Services,Banks - Regional,0,1
STCINDIA,NSE,THE STATE TRADING CORPN,2802689,NSE,0.01,1,STOCK,Industrials,Conglomerates,0,1
INDORAMA,NSE,INDO RAMA SYNTHETICS,2814209,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
INFOBEAN,NSE,INFOBEANS TECHNO.,2822913,NSE,0.01,1,STOCK,Technology,Software - Application,0,1
DCMNVL,NSE,DCM NOUVELLE,2825985,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
SATIA,NSE,SATIA INDUSTRIES,2827521,NSE,0.01,1,STOCK,Basic Materials,Paper & Paper Products,0,1
SIRCA,NSE,SIRCA PAINT INDIA,2828801,NSE,0.05,1,STOCK,Basic Materials,Specialty Chemicals,0,1
KSOLVES,NSE,KSOLVES INDIA,2831361,NSE,0.05,1,STOCK,Technology,Software - Application,0,1
LIBAS,NSE,LIBAS CONSU PRODUCTS,2836993,NSE,0.01,1,STOCK,Consumer Cyclical,Apparel Manufacturing,0,1
CNL,NSE,CREATIVE NEWTECH,2855681,NSE,0.05,1,STOCK,Technology,Electronics & Computer Distribution,0,1
HARSHA,NSE,HARSHA ENGINEERS INT,2857473,NSE,0.05,1,STOCK,Industrials,Tools & Accessories,0,1
COFFEEDAY,NSE,COFFEE DAY ENTERPRISE,2858241,NSE,0.01,1,STOCK,Consumer Cyclical,Restaurants,0,1
SHK,NSE,S H KELKAR AND CO.,2870273,NSE,0.01,1,STOCK,Basic Materials,Specialty Chemicals,0,1
VARDHACRLC,NSE,VARDHAMAN ACRYLICS,2872321,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
BAGFILMS,NSE,B.A.G FILMS AND MEDIA,2873857,NSE,0.01,1,STOCK,Communication Services,Broadcasting,0,1
SUVEN,NSE,SUVEN LIFE SCIENCES,2875649,NSE,0.01,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
NSIL,NSE,NALWA SONS INVESTMENT,2877185,NSE,0.5,1,STOCK,Financial Services,Asset Management,0,1
JAIBALAJI,NSE,JAI BALAJI INDUSTRIES,2881537,NSE,0.01,1,STOCK,Basic Materials,Steel,0,1
TVSELECT,NSE,TVS ELECTRONICS,2883841,NSE,0.05,1,STOCK,Technology,Computer Hardware,0,1
DREDGECORP,NSE,DREDGING CORP OF INDIA,2885377,NSE,0.05,1,STOCK,Industrials,Engineering & Construction,0,1
TVTODAY,NSE,TV TODAY NETWORK,2886401,NSE,0.01,1,STOCK,Communication Services,Broadcasting,0,1
UNIENTER,NSE,UNIPHOS ENTERPRISES,2891009,NSE,0.01,1,STOCK,Basic Materials,Chemicals,0,1
SIL,NSE,STANDARD INDUSTRIES,2892033,NSE,0.01,1,STOCK,Consumer Cyclical,Textile Manufacturing,0,1
LUXIND,NSE,LUX INDUSTRIES,2893057,NSE,0.1,1,STOCK,Consumer Cyclical,Apparel Manufacturing,0,1
MUKANDLTD,NSE,MUKAND,2899201,NSE,0.01,1,STOCK,Basic Materials,Steel,0,1
PTC,NSE,PTC INDIA,2906881,NSE,0.01,1,STOCK,Utilities,Utilities - Independent Power Producers,0,1
DHANBANK,NSE,DHANLAXMI BANK,2907905,NSE,0.01,1,STOCK,Financial Services,Banks - Regional,0,1
VAIBHAVGBL,NSE,VAIBHAV GLOBAL,2909185,NSE,0.01,1,STOCK,Consumer Cyclical,Luxury Goods,0,1
TTKHLTCARE,NSE,TTK HEALTHCARE,2910465,NSE,0.05,1,STOCK,Healthcare,Drug Manufacturers - General,0,1
TIPSFILMS,NSE,TIPS FILMS,2911745,NSE,0.05,1,STOCK,Communication Services,Entertainment,0,1
ZOTA,NSE,ZOTA HEALTH CARE,2916865,NSE,0.1,1,STOCK,Healthcare,Biotechnology,0,1
SALZERELEC,NSE,SALZER ELECTRONICS,2918145,NSE,0.05,1,STOCK,Industrials,Electrical Equipment & Parts,0,1
XPROINDIA,NSE,XPRO INDIA,2920193,NSE,0.1,1,STOCK,Basic Materials,Specialty Chemicals,0,1
DATAMATICS,NSE,DATAMATICS GLOBAL SER,2924289,NSE,0.05,1,STOCK,Technology,Information Technology Services,0,1
NDTV,NSE,NDTV,2925313,NSE,0.01,1,STOCK,Communication Services,Broadcasting,0,1
SPANDANA,NSE,SPANDANA SPHOORTY FIN,2927361,NSE,0.01,1,STOCK,Financial Services,Credit Services,0,1
PILANIINVS,NSE,PILANI INV & IND COR,2929921,NSE,0.1,1,STOCK,Financial Services,Asset Management,0,1
EXCELINDUS,NSE,EXCEL INDUSTRIES,2936577,NSE,0.05,1,STOCK,Basic Materials,Specialty Chemicals,0,1
KRIDHANINF,NSE,KRIDHAN INFRA,2938881,NSE,0.01,1,STOCK,Basic Materials,Steel,0,1
AMBICAAGAR,NSE,AMBICA AGAR & AROMAINDLTD,2942977,NSE,0.01,1,STOCK,Consumer Defensive,Household & Personal Products,0,1
CENTEXT,NSE,CENTURY EXTRUSIONS,2946817,NSE,0.01,1,STOCK,Basic Materials,Aluminum,0,1
NIITLTD,NSE,NIIT,2949633,NSE,0.01,1,STOCK,Consumer Defensive,Education & Training Services,0,1
EMIL,NSE,ELECTRONICS MART IND,2951681,NSE,0.01,1,STOCK,Consumer Cyclical,Specialty Retail,0,1
TEXINFRA,NSE,TEXMACO INFRA & HOLDG,2956545,NSE,0.01,1,STOCK,Real Estate,Real Estate Services,0,1
WESTLIFE,NSE,WESTLIFE FOODWORLD,2964481,NSE,0.05,1,STOCK,Consumer Cyclical,Restaurants,0,1
GULFPETRO,NSE,GP PETROLEUMS,2964737,NSE,0.01,1,STOCK,Energy,Oil & Gas Refining & Marketing,0,1
TRACXN,NSE,TRACXN TECHNOLOGIES,2964993,NSE,0.01,1,STOCK,Technology,Software - Application,0,1
LINCOLN,NSE,LINCOLN PHARMA,2968577,NSE,0.05,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
GUFICBIO,NSE,GUFIC BIOSCIENCES,2971137,NSE,0.05,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
ASTRAMICRO,NSE,ASTRA MICROWAVE,2974209,NSE,0.1,1,STOCK,Technology,Communication Equipment,0,1
WELENT,NSE,WELSPUN ENTERPRISES,2976257,NSE,0.05,1,STOCK,Industrials,Engineering & Construction,0,1
NARMADA,NSE,NARMADA AGROBASE,2976513,NSE,0.01,1,STOCK,Basic Materials,Agricultural Inputs,0,1
KOTARISUG,NSE,KOTHARI SUG & CHEM,2981633,NSE,0.01,1,STOCK,Consumer Defensive,Confectioners,0,1
DWARKESH,NSE,DWARIKESH SUGAR IND,2986753,NSE,0.01,1,STOCK,Consumer Defensive,Confectioners,0,1
INDOCO,NSE,INDOCO REMEDIES,2989313,NSE,0.01,1,STOCK,Healthcare,Drug Manufacturers - Specialty & Generic,0,1
SUPRAJIT,NSE,SUPRAJIT ENGINEERING,2992385,NSE,0.05,1,STOCK,Consumer Cyclical,Auto Parts,0,1
PATELENG,NSE,PATEL ENGINEERING,2994945,NSE,0.01,1,STOCK,Industrials,Engineering & Construction,0,1
XCHANGING,NSE,XCHANGING SOLUTIONS,2996481,NSE,0.01,1,STOCK,Technology,Information Technology Services,0,1
JINDALPHOT,NSE,JINDAL PHOTO,3006209,NSE,0.1,1,STOCK,Financial Services,Asset Management,0,1
GOKEX,NSE,GOKALDAS EXPORTS,3015169,NSE,0.05,1,STOCK,Consumer Cyclical,Apparel Manufacturing,0,1
ACEINTEG,NSE,ACE INTEGRATED SOLU.,3015425,NSE,0.01,1,STOCK,Industrials,Staffing & Employment Services,0,1
EVEREADY,NSE,EVEREADY INDS. IND.,3016193,NSE,0.05,1,STOCK,Industrials,Electrical Equipment & Parts,0,1
GOYALALUM,NSE,GOYAL ALUMINIUMS,3017473,NSE,0.01,1,STOCK,Basic Materials,Aluminum,0,1
SAKSOFT,NSE,SAKSOFT,3019265,NSE,0.01,1,STOCK,Technology,Information Technology Services,0,1
HPIL,NSE,HINDPRAKASH INDUSTRY,3019777,NSE,0.01,1,STOCK,Basic Materials,Specialty Chemicals,0,1
ALLDIGI,NSE,ALLDIGI TECH,3020289,NSE,0.05,1,STOCK,Industrials,Specialty Business Services,0,1
SUKHJITS,NSE,SUKHJIT STARCH & CHEM,3021825,NSE,0.01,1,STOCK,Basic Materials,Specialty Chemicals,0,1
SHOPERSTOP,NSE,SHOPPERS STOP,3024129,NSE,0.05,1,STOCK,Consumer Cyclical,Department Stores,0,1
SSWL,NSE,STEEL STRIPS WHEELS,3028225,NSE,0.01,1,STOCK,Consumer Cyclical,Auto Parts,0,1
