date,underlying,open,high,low,close,volume,ma10,ma20,ma50,ma90,rsi14,atr14,bb_upper,bb_middle,bb_lower,bb_width,ret_5d,ret_10d,ret_20d,ret_60d,volatility_10d,volatility_20d,volume_10d,volume_20d,trend_efficiency_5d,trend_efficiency_10d,trend_efficiency_20d,trend_efficiency_60d,relative_strength_vs_sector,ma5d_slope,ma10d_slope,ma20_slope,ma50_slope,recent_high_5d,recent_low_5d,recent_high_10d,recent_low_10d,recent_high_20d,recent_low_20d,range_position_5d,range_position_10d,range_position_20d,hindsight_regime,hindsight_regime_lookahead_days,hindsight_regime_forward_return,hindsight_regime_forward_efficiency,hindsight_regime_realized_range,current_regime,current_trend_ret60_015_regime,current_trend_ret60_010_regime,current_trend_eff60_020_regime,current_trend_ma50_flat_ok_regime,current_trend_ma20_slope_only_regime,current_trend_stack_ma10_ma20_regime,current_trend_ret20_eff20_regime,current_trend_ret10_eff10_regime,current_trend_range10_ret5_eff5_regime,current_trend_range20_ret5_ma5_regime,current_trend_ret5_eff5_ma5_regime,current_trend_ret10_range_eff10_regime,hindsight_regime_minus_1d,hindsight_regime_minus_2d,lagged_hindsight_trend_2d,current_exact_match,current_buffer_match,current_lag2_trend_match,current_trend_ret60_015_exact_match,current_trend_ret60_015_buffer_match,current_trend_ret60_015_lag2_trend_match,current_trend_ret60_010_exact_match,current_trend_ret60_010_buffer_match,current_trend_ret60_010_lag2_trend_match,current_trend_eff60_020_exact_match,current_trend_eff60_020_buffer_match,current_trend_eff60_020_lag2_trend_match,current_trend_ma50_flat_ok_exact_match,current_trend_ma50_flat_ok_buffer_match,current_trend_ma50_flat_ok_lag2_trend_match,current_trend_ma20_slope_only_exact_match,current_trend_ma20_slope_only_buffer_match,current_trend_ma20_slope_only_lag2_trend_match,current_trend_stack_ma10_ma20_exact_match,current_trend_stack_ma10_ma20_buffer_match,current_trend_stack_ma10_ma20_lag2_trend_match,current_trend_ret20_eff20_exact_match,current_trend_ret20_eff20_buffer_match,current_trend_ret20_eff20_lag2_trend_match,current_trend_ret10_eff10_exact_match,current_trend_ret10_eff10_buffer_match,current_trend_ret10_eff10_lag2_trend_match,current_trend_range10_ret5_eff5_exact_match,current_trend_range10_ret5_eff5_buffer_match,current_trend_range10_ret5_eff5_lag2_trend_match,current_trend_range20_ret5_ma5_exact_match,current_trend_range20_ret5_ma5_buffer_match,current_trend_range20_ret5_ma5_lag2_trend_match,current_trend_ret5_eff5_ma5_exact_match,current_trend_ret5_eff5_ma5_buffer_match,current_trend_ret5_eff5_ma5_lag2_trend_match,current_trend_ret10_range_eff10_exact_match,current_trend_ret10_range_eff10_buffer_match,current_trend_ret10_range_eff10_lag2_trend_match
2025-04-16,NIFTY,23344.1,23452.2,23273.05,23437.2,71349.0,22934.35,23103.0175,22964.997,23309.1033,57.4321,346.0544,23972.4211,23103.0175,22233.6139,0.075263,0.057559,-0.003493,0.046434,0.005379,0.017492,0.013279,115372.4,102538.35,0.823499,0.025355,0.213509,0.013035,,-0.002481,-0.014591,0.004677,-0.000663,23368.35,21743.65,23649.2,21743.65,23869.6,21743.65,1.042377,0.888746,0.796609,TREND_UP,10,0.038806,0.609503,0.056154,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,TREND_UP,RANGE,RANGE,RANGE,TREND_UP,TREND_UP,TREND_UP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
2025-04-17,NIFTY,23401.85,23872.35,23298.55,23851.65,135421.0,23002.945,23170.1625,22971.862,23299.5839,62.5651,362.3219,24052.9355,23170.1625,22287.3895,0.076199,0.058387,0.029611,0.059661,0.027947,0.017471,0.013708,116652.4,105929.45,0.827964,0.20781,0.259553,0.065327,,0.014544,-0.006854,0.007633,0.00012,23452.2,22270.85,23565.15,21743.65,23869.6,21743.65,1.33813,1.157288,0.991557,TREND_UP,10,0.025554,0.51124,0.054109,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,TREND_UP,TREND_UP,TREND_UP,RANGE,TREND_UP,TREND_UP,TREND_UP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False
2025-04-21,NIFTY,23949.15,24189.55,23903.65,24125.55,77342.0,23082.265,23234.725,22984.73,23293.4478,65.5239,360.5775,24195.2495,23234.725,22274.2005,0.08268,0.077074,0.033996,0.056549,0.033446,0.017635,0.013592,117966.2,105313.0,1.0,0.23274,0.252086,0.077625,,0.038148,0.002063,0.010575,0.001055,23872.35,22353.25,23872.35,21743.65,23872.35,21743.65,1.166678,1.118946,1.118946,RANGE,10,0.01053,0.254088,0.030727,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,TREND_UP,TREND_UP,TREND_UP,RANGE,TREND_UP,TREND_UP,TREND_UP,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,True,True,False,True,True,False,True,True,True,True,False
2025-04-22,NIFTY,24185.4,24242.6,24072.0,24167.25,87218.0,23173.98,23297.7075,23000.854,23288.4283,65.965,347.0077,24326.9104,23297.7075,22268.5046,0.088352,0.058641,0.039447,0.054988,0.049625,0.017481,0.013594,119836.1,106719.95,1.0,0.272349,0.247444,0.116828,,0.053892,0.008928,0.012587,0.00187,24189.55,22695.4,24189.55,21743.65,24189.55,21743.65,0.985075,0.990883,0.990883,RANGE,10,0.010227,0.248905,0.030674,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,TREND_UP,TREND_UP,TREND_UP,RANGE,RANGE,TREND_UP,TREND_UP,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,True,True,False,True,True,False,True,True,True,True,False
2025-04-23,NIFTY,24357.6,24359.3,24119.95,24328.95,99138.0,23316.43,23354.6225,23012.648,23285.305,67.691,339.3178,24475.6494,23354.6225,22233.5956,0.096,0.042883,0.062193,0.049084,0.050684,0.016174,0.013442,118938.1,106478.95,1.0,0.447449,0.229066,0.119618,,0.058779,0.016296,0.013171,0.002239,24242.6,23207.0,24242.6,21743.65,24242.6,21743.65,1.083382,1.034555,1.034555,CHOPPY,10,-0.002267,0.056747,0.03047,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,TREND_UP,TREND_UP,TREND_UP,TREND_UP,RANGE,RANGE,,False,True,,False,True,,False,True,,False,True,,False,True,,False,True,,False,True,,False,True,,False,True,,False,False,,False,False,,False,False,,False,False,
2025-04-24,NIFTY,24277.9,24347.85,24216.15,24246.7,55201.0,23524.94,23399.4375,23023.656,23280.915,65.8614,324.488,24585.9553,23399.4375,22212.9197,0.101414,0.034539,0.094086,0.038385,0.044875,0.009837,0.013461,98231.7,104786.6,0.831109,0.826437,0.183225,0.105791,,0.054054,0.025751,0.01283,0.002554,24359.3,23273.05,24359.3,21743.65,24359.3,21743.65,0.896341,0.956951,0.956951,CHOPPY,10,-0.009845,0.206595,0.030573,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,TREND_UP,TREND_UP,TREND_UP,TREND_UP,TREND_UP,CHOPPY,RANGE,,False,True,,False,True,,False,True,,False,True,,False,True,,False,True,,False,True,,False,True,,False,False,,False,False,,False,False,,False,False,,False,False,
2025-04-25,NIFTY,24289.0,24365.45,23847.85,24039.35,168230.0,23675.29,23418.4875,23032.376,23275.2556,61.3587,338.2817,24632.927,23418.4875,22204.048,0.103716,0.007869,0.066716,0.016104,0.041016,0.010832,0.013385,99447.8,108459.35,0.244752,0.638131,0.079521,0.095309,,0.043702,0.029229,0.010717,0.002634,24359.3,23298.55,24359.3,22270.85,24359.3,21743.65,0.698374,0.8468,0.877679,TREND_UP,10,0.036829,0.474782,0.045631,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,TREND_UP,RANGE,TREND_UP,RANGE,TREND_UP,CHOPPY,CHOPPY,TREND_UP,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,True,True,False,False,False,True,True,True
2025-04-28,NIFTY,24070.25,24355.1,24054.05,24328.5,104248.0,23868.225,23451.48,23047.747,23270.3689,64.9597,336.6794,24725.6926,23451.48,22177.2674,0.108668,0.008412,0.086135,0.027879,0.065677,0.009971,0.013614,100810.7,108041.4,0.259477,0.76911,0.130147,0.15048,,0.030103,0.03405,0.009329,0.002742,24365.45,23847.85,24365.45,22353.25,24365.45,21743.65,0.928613,0.981637,0.985907,RANGE,10,0.01027,0.129998,0.042668,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,TREND_UP,RANGE,TREND_UP,RANGE,TREND_UP,TREND_UP,CHOPPY,TREND_UP,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,True,True,True,False,False,True,True
2025-04-29,NIFTY,24370.7,24457.65,24290.75,24335.95,79024.0,24018.965,23493.935,23066.834,23266.6767,65.0501,324.5557,24825.331,23493.935,22162.539,0.11334,0.006981,0.066031,0.036152,0.060055,0.009466,0.013447,96640.6,106452.95,0.225565,0.722419,0.173438,0.140068,,0.019925,0.036463,0.008423,0.002869,24365.45,23847.85,24365.45,22695.4,24365.45,21743.65,0.943006,0.982336,0.988748,RANGE,10,0.013599,0.165223,0.042655,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,TREND_UP,RANGE,TREND_UP,RANGE,TREND_UP,RANGE,TREND_UP,TREND_UP,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,True,True,False,False,True,True,True,True,False,False,True,True,True,True,False,False,True,True
2025-04-30,NIFTY,24342.05,24396.15,24198.75,24334.2,69406.0,24119.53,23531.0475,23092.082,23266.6567,65.0116,315.471,24911.7696,23531.0475,22150.3254,0.117353,0.000216,0.043108,0.031462,0.050559,0.007903,0.013439,94657.7,106322.9,0.008929,0.633141,0.154882,0.121496,,0.011459,0.034444,0.007554,0.003452,24457.65,23847.85,24457.65,23207.0,24457.65,21743.65,0.797557,0.901291,0.954514,RANGE,10,0.029913,0.303735,0.048512,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,TREND_UP,RANGE,TREND_UP,RANGE,TREND_UP,RANGE,RANGE,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,False,False,,True,True,,False,False,,True,True,,False,False,
2025-05-02,NIFTY,24311.9,24589.15,24238.5,24346.7,159768.0,24210.48,23572.415,23118.111,23268.2994,65.1842,317.9788,24998.1004,23572.415,22146.7296,0.120962,0.004124,0.038806,0.035177,0.047192,0.007988,0.013397,103499.6,109436.0,0.192976,0.609503,0.174832,0.114709,,0.005505,0.029141,0.007392,0.004103,24457.65,23847.85,24457.65,23273.05,24457.65,21743.65,0.818055,0.90634,0.959119,RANGE,10,0.027646,0.277418,0.048487,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,TREND_UP,RANGE,TREND_UP,RANGE,TREND_UP,RANGE,RANGE,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,False,False,,True,True,,False,False,,True,True,,False,False,
2025-05-05,NIFTY,24419.5,24526.4,24400.65,24461.15,76211.0,24271.43,23637.1875,23146.706,23273.96,66.8164,308.1017,25100.295,23637.1875,22174.08,0.123797,0.017546,0.025554,0.055921,0.040528,0.006382,0.012804,97578.6,107115.5,0.991771,0.51124,0.288323,0.101134,,0.007433,0.02518,0.009339,0.004964,24589.15,23847.85,24589.15,23298.55,24589.15,21743.65,0.82733,0.900821,0.955017,RANGE,10,0.019799,0.202959,0.04826,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,TREND_UP,TREND_UP,TREND_UP,TREND_UP,TREND_UP,RANGE,RANGE,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,False,False,,False,False,,False,False,,False,False,,False,False,
2025-05-06,NIFTY,24500.75,24509.65,24331.8,24379.6,65193.0,24296.835,23689.55,23175.713,23282.7611,64.4964,298.7939,25179.9749,23689.55,22199.1251,0.12583,0.0021,0.01053,0.044884,0.038218,0.005766,0.01283,96363.7,107164.95,0.234727,0.254088,0.237582,0.094708,,0.006167,0.017957,0.010152,0.005552,24589.15,24054.05,24589.15,23847.85,24589.15,21743.65,0.608391,0.717321,0.926357,RANGE,10,0.012482,0.11858,0.048422,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,TREND_UP,RANGE,RANGE,RANGE,RANGE,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,False,False,,True,True,,True,True,
2025-05-07,NIFTY,24233.3,24449.6,24220.0,24414.4,99826.0,24321.55,23747.765,23204.811,23290.105,65.0556,293.85,25255.8328,23747.765,22239.6972,0.127007,0.003224,0.010227,0.050077,0.04509,0.005763,0.01276,97624.5,108730.3,0.320139,0.248905,0.267011,0.112182,,0.005414,0.012598,0.010804,0.005982,24589.15,24198.75,24589.15,23847.85,24589.15,21743.65,0.552382,0.764265,0.938587,RANGE,10,0.016345,0.149965,0.048353,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,TREND_UP,RANGE,RANGE,RANGE,RANGE,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,False,False,,True,True,,True,True,
2025-05-08,NIFTY,24431.5,24447.25,24150.2,24273.8,113537.0,24316.035,23816.2325,23231.381,23296.1733,60.893,294.0795,25288.8573,23816.2325,22343.6077,0.123666,-0.002482,-0.002267,0.059785,0.022518,0.00575,0.012259,99064.4,109001.25,0.157333,0.056747,0.329531,0.058408,,0.004872,0.008147,0.01212,0.006032,24589.15,24198.75,24589.15,23847.85,24589.15,21743.65,0.192239,0.574599,0.889176,RANGE,10,0.013838,0.123307,0.048633,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,TREND_UP,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,False,False,,True,True,,True,True,,True,True,,True,True,,True,True,
2025-05-09,NIFTY,23935.75,24164.25,23935.75,24008.0,150829.0,24292.165,23908.5525,23252.883,23299.0378,53.8781,297.2222,25171.2184,23908.5525,22645.8866,0.105625,-0.013912,-0.009845,0.083315,0.013154,0.006642,0.009659,108627.2,103429.45,0.531544,0.206595,0.501957,0.033248,,0.001254,0.003374,0.01426,0.00583,24589.15,24150.2,24589.15,23847.85,24589.15,21743.65,-0.323955,0.216039,0.795765,RANGE,10,0.035203,0.312816,0.049171,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,TREND_UP,RANGE,TREND_DOWN,RANGE,RANGE,RANGE,RANGE,RANGE,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,False,False,,True,True,,False,False,,True,True,,True,True,,True,True,
2025-05-12,NIFTY,24420.1,24944.8,24378.85,24924.7,156527.0,24380.7,24027.995,23293.114,23311.3856,67.6972,342.9057,25197.1434,24027.995,22858.8466,0.097316,0.01895,0.036829,0.106002,0.055981,0.013557,0.012031,107456.9,103452.35,0.322033,0.474782,0.565964,0.129561,,0.001593,0.004502,0.016534,0.006325,24526.4,23935.75,24589.15,23847.85,24589.15,22270.85,1.674342,1.452651,1.14474,RANGE,10,0.003067,0.039549,0.029585,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,TREND_UP,TREND_UP,RANGE,TREND_UP,RANGE,TREND_UP,RANGE,RANGE,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,False,False,,False,False,,True,True,,False,False,,True,True,,False,False,
2025-05-13,NIFTY,24864.05,24973.8,24547.5,24578.35,163428.0,24405.685,24136.955,23328.763,23321.7572,60.343,348.8661,25058.5675,24136.955,23215.3425,0.076365,0.008152,0.01027,0.097289,0.043226,0.014249,0.012531,113374.9,107092.8,0.11662,0.129998,0.491863,0.096976,,0.002804,0.00448,0.018886,0.006604,24944.8,23935.75,24944.8,23935.75,24944.8,22353.25,0.636837,0.636837,0.858598,RANGE,10,0.010084,0.140692,0.026603,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,TREND_UP,RANGE,RANGE,TREND_UP,RANGE,RANGE,RANGE,RANGE,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,False,False,,True,True,,True,True,,False,False,,True,True,,True,True,
2025-05-14,NIFTY,24613.8,24767.55,24535.55,24666.9,87780.0,24438.78,24228.8725,23371.034,23333.1139,61.4938,340.519,24956.4424,24228.8725,23501.3026,0.060058,0.010342,0.013599,0.080529,0.054971,0.014267,0.012061,114250.5,105445.55,0.143629,0.165223,0.449513,0.123446,,0.004229,0.00482,0.020259,0.007163,24973.8,23935.75,24973.8,23935.75,24973.8,22695.4,0.70435,0.70435,0.8653,RANGE,10,0.003468,0.048974,0.026507,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,TREND_UP,RANGE,RANGE,TREND_UP,RANGE,RANGE,RANGE,RANGE,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,False,False,,True,True,,True,True,,False,False,,True,True,,True,True,
2025-05-15,NIFTY,24694.45,25116.25,24494.45,25062.1,186214.0,24511.57,24315.55,23421.325,23347.7717,66.2095,360.6099,25005.5091,24315.55,23625.5909,0.05675,0.032475,0.029913,0.07431,0.086265,0.014967,0.011665,125931.3,110294.5,0.391682,0.303735,0.435035,0.189603,,0.011195,0.008041,0.020965,0.008176,24973.8,23935.75,24973.8,23935.75,24973.8,23207.0,1.085063,1.085063,1.049977,RANGE,10,-0.009117,0.159478,0.026089,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,TREND_UP,RANGE,TREND_UP,TREND_UP,RANGE,TREND_UP,RANGE,RANGE,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,False,False,,True,True,,False,False,,False,False,,True,True,,False,False,
2025-05-16,NIFTY,25064.65,25070.0,24953.05,25019.8,62198.0,24578.88,24394.68,23470.82,23357.0067,65.2902,343.2099,25023.8788,24394.68,23765.4812,0.051585,0.042144,0.027646,0.067525,0.085681,0.015025,0.011723,116174.3,109836.95,0.565536,0.277418,0.403879,0.187821,,0.022338,0.011803,0.020333,0.009372,25116.25,23935.75,25116.25,23935.75,25116.25,23273.05,0.918297,0.918297,0.947673,RANGE,10,-0.010755,0.182639,0.024652,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,TREND_UP,RANGE,TREND_UP,TREND_UP,TREND_UP,RANGE,RANGE,RANGE,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,False,False,,True,True,,False,False,,False,False,,False,False,,True,True,
2025-05-19,NIFTY,25005.35,25062.95,24916.65,24945.45,52956.0,24627.31,24449.37,23527.235,23367.4589,63.6133,329.1384,25070.3534,24449.37,23828.3866,0.050797,0.000833,0.019799,0.045858,0.083106,0.015114,0.011295,113848.8,105713.7,0.021917,0.202959,0.305667,0.181024,,0.018624,0.010115,0.017537,0.010051,25116.25,24378.85,25116.25,23935.75,25116.25,23298.55,0.768375,0.855316,0.906035,RANGE,10,-0.009174,0.159683,0.024726,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,TREND_UP,RANGE,RANGE,TREND_UP,RANGE,RANGE,RANGE,RANGE,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,False,False,,True,True,,True,True,,False,False,,True,True,,True,True,
2025-05-20,NIFTY,24996.2,25010.35,24669.7,24683.9,96523.0,24657.74,24477.2875,23578.527,23379.3239,57.9706,329.9579,25087.6413,24477.2875,23866.9337,0.049871,0.004294,0.012482,0.023144,0.076525,0.015561,0.011422,116981.8,106672.75,0.122455,0.11858,0.156574,0.163484,,0.017831,0.010328,0.0141,0.010706,25116.25,24494.45,25116.25,23935.75,25116.25,23847.85,0.30468,0.633757,0.659137,RANGE,10,-0.005728,0.105075,0.024988,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,TREND_UP,RANGE,RANGE,RANGE,RANGE,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,False,False,,True,True,,True,True,
2025-05-21,NIFTY,24744.25,24946.2,24685.35,24813.45,104176.0,24697.645,24509.5975,23633.143,23391.6078,59.872,325.1323,25119.2962,24509.5975,23899.8988,0.049752,0.005941,0.016345,0.026739,0.080749,0.01561,0.011458,117416.8,107520.65,0.162301,0.149965,0.176852,0.171153,,0.016929,0.010592,0.011586,0.011215,25116.25,24494.45,25116.25,23935.75,25116.25,23847.85,0.513027,0.743499,0.761274,RANGE,10,-0.007788,0.14936,0.024857,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,TREND_UP,RANGE,RANGE,RANGE,RANGE,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,False,False,,True,True,,True,True,
2025-05-22,NIFTY,24733.95,24737.5,24462.4,24609.7,113872.0,24731.235,24523.635,23678.591,23401.8383,55.6173,326.9833,25128.9627,24523.635,23918.3073,0.049367,-0.018051,0.013838,0.01154,0.072538,0.015759,0.011578,117450.3,108257.35,0.63584,0.123307,0.075962,0.151011,,0.006753,0.008962,0.008558,0.010984,25116.25,24494.45,25116.25,23935.75,25116.25,23847.85,0.185349,0.570902,0.600639,RANGE,10,0.005738,0.115662,0.025063,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,
2025-05-23,NIFTY,24639.5,24909.05,24614.05,24853.15,95920.0,24815.75,24553.9575,23724.76,23416.5789,59.3335,325.0091,25161.511,24553.9575,23946.404,0.049487,-0.006661,0.035203,0.025012,0.083733,0.015303,0.011716,111959.4,110293.3,0.1826,0.312816,0.157227,0.170647,,-0.002786,0.009637,0.006529,0.010819,25070.0,24462.4,25116.25,23935.75,25116.25,23847.85,0.643104,0.777128,0.792573,RANGE,10,0.006031,0.121919,0.023218,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,TREND_UP,RANGE,RANGE,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,False,False,
2025-05-26,NIFTY,24919.35,25079.2,24900.5,25001.15,75338.0,24823.395,24602.0475,23773.733,23434.0194,61.4479,317.9358,25191.032,24602.0475,24013.063,0.047881,0.002233,0.003067,0.040009,0.091127,0.009495,0.011521,103840.5,105648.7,0.056474,0.039549,0.253252,0.183464,,-0.002505,0.007962,0.006245,0.010477,25062.95,24462.4,25116.25,24378.85,25116.25,23847.85,0.897094,0.843911,0.909256,RANGE,10,0.004082,0.086362,0.026317,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,
2025-05-27,NIFTY,24956.65,25062.9,24704.1,24826.2,146382.0,24848.18,24626.9325,23821.051,23453.3556,57.635,320.8549,25209.6064,24626.9325,24044.2586,0.04732,0.005765,0.010084,0.020457,0.089064,0.008549,0.011437,102135.9,107755.4,0.158164,0.140692,0.135112,0.177494,,-0.002207,0.007723,0.006114,0.010286,25079.2,24462.4,25116.25,24462.4,25116.25,23935.75,0.589818,0.556397,0.754299,RANGE,10,0.0112,0.275912,0.028081,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,
2025-05-28,NIFTY,24832.5,24864.25,24737.05,24752.45,78611.0,24856.735,24647.7575,23866.142,23470.8711,56.0514,307.0188,25216.9595,24647.7575,24078.5555,0.046187,-0.002458,0.003468,0.017115,0.097507,0.008583,0.011472,101219.0,107734.75,0.072283,0.048974,0.11107,0.19513,,-0.003871,0.006442,0.005637,0.009859,25079.2,24462.4,25116.25,24462.4,25116.25,23935.75,0.47025,0.443603,0.691825,RANGE,10,0.015714,0.400505,0.029098,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,
2025-05-29,NIFTY,24825.1,24892.6,24677.3,24833.6,81101.0,24833.885,24672.7275,23913.404,23488.8756,57.4389,300.4803,25228.372,24672.7275,24117.083,0.045041,0.009098,-0.009117,0.020523,0.101388,0.006753,0.011481,90707.7,108319.5,0.310412,0.159478,0.130415,0.201498,,0.001566,0.004151,0.00608,0.009917,25079.2,24462.4,25116.25,24462.4,25116.25,23935.75,0.601816,0.567714,0.760568,RANGE,10,0.002199,0.047761,0.029003,RANGE,RANGE,RANGE,TREND_UP,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,TREND_UP,RANGE,RANGE,RANGE,RANGE,,True,True,,True,True,,True,True,,False,False,,True,True,,True,True,,True,True,,True,True,,True,True,,True,True,,False,False,,True,True,,True,True,
2025-05-30,NIFTY,24812.6,24863.95,24717.4,24750.7,69540.0,24806.975,24692.9275,23960.474,23504.8633,55.5178,289.4817,25228.7127,24692.9275,24157.1423,0.043396,-0.004122,-0.010755,0.016594,0.097833,0.006795,0.011523,91441.9,103808.1,0.182702,0.182639,0.103598,0.193044,,0.002086,-0.000354,0.00566,0.009935,25079.2,24614.05,25079.2,24462.4,25116.25,23935.75,0.293776,0.467412,0.690343,CHOPPY,10,-0.001297,0.0261,0.030278,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,,False,True,,False,True,,False,True,,False,True,,False,True,,False,True,,False,True,,False,True,,False,True,,False,True,,False,True,,False,True,,False,True,
2025-06-02,NIFTY,24669.7,24754.4,24526.15,24716.6,93083.0,24784.09,24705.7,24004.631,23521.6789,54.7015,285.1064,25230.8487,24705.7,24180.5513,0.042512,-0.011381,-0.009174,0.010443,0.11715,0.006763,0.011497,95454.6,104651.7,0.636791,0.159683,0.066883,0.234786,,-0.00066,-0.001583,0.004213,0.009712,25079.2,24677.3,25079.2,24462.4,25116.25,23935.75,0.097786,0.412127,0.661457,CHOPPY,10,0.009301,0.161481,0.03032,RANGE,RANGE,RANGE,TREND_UP,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,RANGE,TREND_DOWN,RANGE,CHOPPY,RANGE,,False,True,,False,True,,False,True,,False,False,,False,True,,False,True,,False,True,,False,True,,False,True,,False,True,,False,True,,False,False,,False,True,
